frame_id,track_id,bbox0,bbox1,bbox2,bbox3,6,7,8,9,loc_x,loc_y
1006,1840,194.21,592.07,55.64,107.16,1,-1,-1,-1,222.03,699.23
1006,1850,866.17,500.61,31.12,51.73,1,-1,-1,-1,881.7299999999999,552.34
1006,1920,907.61,470.68,27.14,45.75,1,-1,-1,-1,921.1800000000001,516.4300000000001
1006,1929,1608.01,680.28,60.49,116.33,1,-1,-1,-1,1638.2549999999999,796.61
1006,1943,1442.87,569.75,46.49,68.83,1,-1,-1,-1,1466.1149999999998,638.58
1006,1964,1606.76,497.21,29.92,34.44,1,-1,-1,-1,1621.72,531.65
1006,1975,1418.42,566.47,41.69,67.01,1,-1,-1,-1,1439.265,633.48
1006,1983,185.76,764.19,88.31,144.86,1,-1,-1,-1,229.915,909.0500000000001
1006,1984,301.97,482.57,33.61,47.74,1,-1,-1,-1,318.77500000000003,530.31
1006,1989,1010.7,458.12,25.94,48.19,1,-1,-1,-1,1023.6700000000001,506.31
1006,1995,1862.48,959.45,48.85,107.14,1,-1,-1,-1,1886.905,1066.5900000000001
1006,1999,146.1,610.5,63.93,115.36,1,-1,-1,-1,178.065,725.86
1006,2002,65.8,850.82,82.99,141.27,1,-1,-1,-1,107.29499999999999,992.09
1006,2005,164.54,619.59,62.48,115.16,1,-1,-1,-1,195.78,734.75
1007,30,1311.77,466.25,27.57,46.44,1,-1,-1,-1,1325.555,512.69
1007,263,8.67,641.87,25.74,42.31,1,-1,-1,-1,21.54,684.1800000000001
1007,308,1216.63,496.18,39.47,63.16,1,-1,-1,-1,1236.365,559.34
1007,421,993.37,458.7,24.76,46.26,1,-1,-1,-1,1005.75,504.96
1007,587,817.91,888.24,51.79,98.64,1,-1,-1,-1,843.805,986.88
1007,719,1688.29,487.47,24.83,38.53,1,-1,-1,-1,1700.705,526.0
1007,805,1379.46,479.58,31.37,49.08,1,-1,-1,-1,1395.145,528.66
1007,868,1149.09,472.04,27.72,48.78,1,-1,-1,-1,1162.9499999999998,520.82
1007,1079,612.28,538.42,32.96,58.01,1,-1,-1,-1,628.76,596.43
1007,1289,1569.75,529.54,35.22,58.27,1,-1,-1,-1,1587.36,587.81
1007,1377,1524.88,536.14,32.58,50.28,1,-1,-1,-1,1541.17,586.42
1007,1497,1517.73,521.55,34.29,57.46,1,-1,-1,-1,1534.875,579.01
1007,1509,1362.55,461.64,25.16,43.85,1,-1,-1,-1,1375.1299999999999,505.49
1007,1543,806.34,848.84,63.41,116.62,1,-1,-1,-1,838.0450000000001,965.46
1007,1565,1808.91,889.87,76.38,123.93,1,-1,-1,-1,1847.1000000000001,1013.8
